abatement,n.消除
bargain,"n.契约,合同,成交商品,便宜货v.议价"
barn,"n.[农]谷仓,畜棚,畜舍,机器房"
barrister,"n.(在英国有资格出席高等法庭并辩护的)律师,法律顾问"
barter,"n.物品交换,实物交易v.物品交换,交换"
bawl,n.叫骂声v.大叫
bazaar,"n.集市,市场,杂货店,百货店"
beacon,"n.烟火,灯塔v.照亮"
beam,"n.梁,桁条,(光线的)束,柱,电波,横梁v.播送"
bearing,"n.轴承,关系,方面,意义,[pl.] 方向,方位"
beatific,"adj.祝福的,快乐的,幸福的"
beckon,"v.招手,召唤"
bedraggled,"adj.全身泥污的,湿透的,荒废的"
befoul,"vt.弄脏,诽谤"
befuddle,"vt.使酒醉昏迷,使迷惑,使迷糊"
beget,"vt.(书面语) 招致,产生,引起"
begrudge,"vt.嫉妒,羡慕,舍不得给"
behold,vt.把...视为vi.看
beholden,adj.对...表示感谢
behoove,n.适宜
belabor,"vt.<古>痛打,不断辱骂和嘲弄,就...作过分的冗长的讨论或分析等"
belligerence,"n.交战,好战,斗争性"
bellow,"v.(牛,象等)吼叫,怒吼,咆哮"
belongings,"n.财产,所有物,相关事物,亲戚"
bemused,"adj.困惑的,发呆的"
berate,"vt.严厉指责,申斥"
berserk,"adj.adv.狂暴的(地),疯的(地)"
beseech,"v.恳求,哀求"
besmirch,vt.弄污
besot,"vt.使烂醉,使迷糊,使沉醉"
betoken,vt.预示
bewildering,"adj.令人困惑的,使人混乱的"
bicker,"vi.斗嘴,流动,闪动n.口角,流水声"
bid,"vt.出价,投标,祝愿,命令,吩咐n.出价,投标v.支付"
bide,"v.居住,滞留,忍受"
bifurcate,v.(使)分叉adj.分叉的
bigot,"n.盲目信仰者,顽固者"
bile,"n.胆汁,愤怒"
bilk,"vt.挫败,诈骗n.诈骗,骗子"
bin,n.箱柜 [计] 二进制文件的扩展名
blackball,"n.反对票vt.投票反对,排斥"
blade,"n.刀刃,刀片"
blanch,"v.漂白,使变白,遮断阳光 发白"
blandishment,"n.奉承,哄诱"
blare,n.号声v.奏鸣
blasé,
blasphemy,n.亵渎(话)
blather,"vi.喋喋不休地说,说废话n.废话,胡说"
bleak,"adj.寒冷的,阴冷的,荒凉的,凄凉的,黯淡的,"
blear,v.模糊
bleary,"adj.眼睛模糊的,朦胧的"
blemish,"n.污点,缺点,瑕疵vt.弄脏,玷污,损害"
bliss,"n.福佑,天赐的福"
bloated,"adj.浮肿的,发胀的,傲慢的"
blockade,n.阻塞vt.封锁
blockage,"n.封锁,妨碍"
blooming,adj.盛开的
blossom,"n.花(尤指结果实者),花开的状态,兴旺期vi.开花,兴旺,发展"
blunt,"adj.钝的,生硬的"
boast,"n.自夸,值得夸耀的事物v.自夸,以有...而自豪"
bob,"v.上下或来回的动,剪短(头发)n.振动,短发,振子锤 Bob 鲍勃(男子名)"
bode,v.预示 vbl.忍耐
boding,"adj.凶兆的,先兆的n.凶兆,前兆,预感"
boggle,"v.犹豫,不知是否应"
bogus,"adj.<美>假的,伪造的"
bombast,n.夸大的言辞
bondage,"n.奴役,束缚"
bonhomie,"n.温和,敦厚"
bonny,"adj.漂亮的,健美的"
boo,v.作嘘声int.嘘!
boom,"n.繁荣,隆隆声v.发隆隆声,兴隆,大事宣传"
boor,"n.农民,粗野的人,不懂礼貌的人,(Boor)波尔人"
boreal,adj.北的
boring,n.钻(孔)adj.令人厌烦的
bouffant,"adj.张大的,鼓胀的,柔软而膨松的"
bough,"n.大树枝,主枝"
boulder,"n.大石头,漂石"
bouncing,"adj.跳跃的,活泼的,巨大的"
bounteous,"adj.宽宏大量的,慷慨的"
bouquet,n.花束
bovine,"adj.迟钝的,牛的,似牛的,耐心的"
bowdlerize,"vt.删除(书等的)不妥的文句,删改,修订"
brace,"n.支柱,带子,振作精神vt.支住,撑牢,振作起来,奋起adj.曲柄的v.支持"
bracelet,n.手镯
bracing,"n.支撑,支柱,裤吊带adj.令人鼓舞的"
brackish,"adj.有盐味的,可厌的"
brag,n.v.吹牛
braise,"vt.炖,蒸"
brake,"n.闸,刹车v.刹车"
brat,"n.乳臭未干的小孩,小子"
brattish,"adj.讨厌的(小孩),被惯坏的,幼稚的,无礼的"
bray,"n.驴叫声,喇叭声v.叫,嘶叫"
brew,"v.酿造,酝酿"
bribe,"n.贿赂vt.贿赂,向...行贿"
bricklayer,n.砖匠
bridle,"n.马勒,缰绳v.上笼头,昂首(表傲慢.愤怒等),抑制(欲望)"
brisk,"adj.敏锐的,凛冽的,轻快的,活泼的vt.使活泼vi.活跃起来"
bristling,adj.竖立的
brittle,"adj.易碎的,脆弱的"
brochure,n.小册子
bromide,n.[化]溴化物
browbeat,"v.恫吓,吓唬"
browse,"v.n.浏览,吃草,放牧"
bruise,"n.瘀伤,擦伤v.打伤,撞伤"
bruit,vt.散播
brusque,"adj.唐突的,直率的,粗暴的,无礼的"
brutal,"adj.残忍的,兽性的"
buck,"n.<美口> 元,雄鹿,公羊,公兔v.(马等)突然一跃(将骑手摔下)"
bucolic,"adj.牧羊的,牧歌的,田园风味的n.田园诗,农夫"
budget,"n.预算vi.做预算,编入预算"
buffer,"n.缓冲,缓冲器"
buffet,"n.餐具柜,小卖部,殴打,打击v.打击,搏斗"
buffoon,n.小丑
bulge,"n.凸出部分v.凸出,膨胀"
bullion,"n.金银,银条,金块"
bully,"n.欺凌弱小者vt.威吓,威逼"
bumble,"v.拙劣地做,弄糟n.大错误"
bump,"n.撞击,肿块v.碰(伤),撞(破),颠簸"
bumptious,"adj.盲目自夸的,盲目自大的,傲慢的"
bungle,v.办糟
buoy,"n.(湖,河等中的)浮标,浮筒,救生圈vt.使浮起,支撑,鼓励"
burial,n.埋葬
burlesque,"n.作戏,滑稽表演adj.滑稽的,可笑的"
burnish,"vt.磨光,擦亮(金属)"
burrow,n.洞穴v.挖地洞
bust,"n.半身像,胸像,(妇女的)胸部"
bustle,v.匆匆忙忙
butt,"n.粗大的一端,靶垛,笑柄v.以头抵撞,碰撞"
buxom,adj.体态丰满的
byline,n.标题下署名之行
cacophony,"n.刺耳的音调,不协和音,杂音"
cadence,"n.(声音的)抑扬顿挫,节奏,韵律,调子"
cadet,"n.军官学校学生,<旧俚>(妓院)拉皮条的人"
cadge,"v.行乞,乞讨,贩卖"
cajole,"vt.以甜言蜜语哄骗,勾引"
calibrate,v.校准
callow,"adj.年轻而无经验的,(鸟)未生羽毛的"
calorie,n.卡路里
calumniate,"vt.中伤,诽谤"
cameo,n.刻有浮雕的宝石或贝壳
camouflage,v.伪装n.伪装
canard,"n.谣言,误传"
canary,"n.[动]金丝雀,淡黄色"
candidacy,"n.候选人的地位,候选资格"
canon,"n.教会法教规,教规,(基督教的)正典圣经(简称正经),一个作家的真作 日本佳能公司"
canonical,adj.规范的
canopy,"n.天篷,遮篷"
canorous,"adj.音乐般的,音调优美的"
canvass,"n.细查,讨论,劝诱vt.彻底检查,细究,向...拉票或拉生意,讨论vi.游说,拉选票"
canyon,"n.<美>峡谷,溪谷"
capacious,"adj.容积大的,宽敞的,广阔的"
caper,n.跳跃vi.雀跃
caprice,"n.反复无常,任性,怪想"
capsule,"n.(植物)蒴果,胶囊,瓶帽,太空舱"
caption,"n.标题,说明,字幕vt.加上标题,加上说明"
captivate,"vt.迷住,迷惑"
carbohydrate,"n.[化]碳水化合物,醣类"
cardiologist,n.心脏病专家
careen,"vt.倾斜,倾,(为修理或清洁而)使倾侧n.船的倾侧"
caress,"n.爱抚,接吻vt.抚爱"
careworn,"adj.受忧虑折磨的,疲倦的,饱经忧患的"
cargo,"n.船货,(车、船、飞机等运输的)货物"
carouse,v.狂欢作乐
carp,n.鲤鱼vi.吹毛求疵
carpenter,n.木匠
carrion,"n.死肉,腐肉adj.腐肉的,似腐肉的,吃腐肉的,腐朽的,令人作呕的"
cartoon,"n.(报刊上的)政治性漫画,讽刺画,卡通画,漫画(常有解说词)v.画漫画n.卡通片,动画片"
casual,"adj.偶然的,不经意的,临时的"
catalog,"n.目录,目录册v.编目录"
catharsis,"n.[医]导泻(尤指通便),泻法,[精神病](精神或心理)疏泄,宣泄"
catholic,n.天主教徒adj.天主教的
caucus,"n.(政党的)领导人秘密会议,核心小组会议vi.举行或参加政党领导层秘密的预备会议"
caudal,"adj.尾部的,近尾部的"
caulk,vt.填...以防漏
cauterize,"vt.烧灼,烙,使麻木不仁"
cavalry,n.骑兵
cavort,vi.腾跃
cede,vt.放弃
celebrated,adj.著名的
celebrity,"n.名声,名人"
celerity,"n.敏捷,快速"
cello,n.大提琴
cement,"n.水泥,接合剂vt.接合,用水泥涂,巩固vi.粘牢"
centrifugal,adj.离心的
centripetal,"adj.向心的,利用向心力的"
cephalic,adj.[字尾]头的
ceremony,"n.典礼,仪式,礼节,报幕员"
certification,n.证明
cession,"n.割让,转让,[律]让与(他人)债权"
chaffing,"adj.玩笑的,嘲弄的"
chameleon,n.变色龙
chandelier,n.树枝形的装饰灯
chant,n.圣歌
chaos,"n.混乱,混沌(宇宙未形成前的情形)"
char,v.烧焦
characterization,"n.描述,人物之创造"
charade,n.看手势猜字谜游戏
charisma,"n.超凡魅力,感召力,教皇般的指导力"
charity,"n.慈善,施舍,慈善团体,"
charm,"n.吸引力,(女人的)魔力,魅力,符咒vt.迷人,使陶醉,行魔法vi.用符咒,有魔力"
chase,"n.追赶,追击vt.追赶,追逐,雕镂"
chaste,"adj.贞洁的,(思想,言论,尤其是性的节操)有道德的,朴素的"
chasten,v.磨炼
chastise,"vt.严惩,惩罚"
chauvinistic,"adj.盲目的爱国心的,沙文主义的"
checkered,adj.多变的
cheeky,adj.厚颜无耻的
cherubic,"adj.天使的,天真无邪的,可爱的"
chic,n.别致的款式(尤指妇女的服饰)adj.别致的
chicanery,"n.强辩,强词夺理,狡辩,欺骗"
chide,"v.斥责,责骂"
chimera,"n.[希神]狮头,羊身,蛇尾的吐火怪物,妖怪,狂想"
chipmunk,n.[动] 花栗鼠
chipper,"adj.爽朗的,活泼的,爽快的n.切东西的人或工具 vt.使高兴起来vi.高兴起来,吱吱叫,喋喋而言"
chirp,"n.喳喳声,唧唧声v.吱喳而鸣,尖声地说"
chisel,n.凿子v.砍凿
choice,"n.选择,抉择,精选品,选择机会,选择权adj.精选的,上等的,挑三拣四的,可选的,宠爱的,爱惜的"
choke,"v.窒息,哽住,使呼吸困难,阻塞n.窒息,阻气门"
choleric,adj.易怒的
choosy,"adj.慎重选择的,好挑剔的"
chortle,vi.咯咯笑n.得意的高笑
chronic,"adj.慢性的,延续很长的"
chuck,"n.抚弄,赶走,扔,抛弃,(牛)颈肉,咯咯声,卡盘,解雇vt.轻拍,抛掷,驱逐,丢弃,用卡盘夹住;iv.作咯咯声"
chuckle,"n.吃吃的笑声vi.吃吃的笑,咯咯叫"
churl,"n.农业工人,乡下人,粗野的人,吝啬鬼"
ciliate,"n.[动植]纤毛虫adj.有睫毛的,有纤毛的"
cinder,"n.煤渣,灰烬"
circular,"adj.圆形的,循环的n.函件 通知"
citation,n.引用
civilian,"n.平民,公务员,文官adj.民间的,民用的"
clairvoyance,"n.透视,洞察力,千里眼"
clairvoyant,"adj.透视的,有洞察力的n.透视者,千里眼的人"
clammy,"adj.湿粘的,湿冷的"
clandestine,adj.秘密的
clarity,"n.清楚,透明"
clash,"n.冲突,撞击声,抵触v.(使)发出撞击声,猛撞,冲突"
clasp,"n.扣子,钩,紧握,抱住v.扣紧,紧握,搂抱,密切合作"
cleft,"n.裂缝,隙口adj.劈开的 vbl.劈开,分开"
clement,"adj.和蔼的,仁慈的,宽厚的,宽大的"
clench,"n.牢牢抓住,钉紧,敲弯的钉头v.紧握,(拳头)牢牢地抓住,确定,敲弯vi.握紧,钉牢"
cliché,
clinch,"n.钉牢,拥吻v.敲弯,扭住"
cling,"vi.粘紧,附着,紧贴,坚持(意见),墨守(习惯)"
clot,n.(血液等的)凝块v.(使)凝结
cloudburst,"n.倾盆大雨,豪雨"
cloy,"vt.过饱,使厌腻vi.吃饱"
cluster,"n.串,丛;vi.丛生,成群"
coagulate,v.凝结adj.凝结的
coagulation,"n.凝结,凝结物"
coarsen,v.(使)变粗糙
coda,"n.乐章结尾部,完结部,终结句"
coddle,"vt.娇养,溺爱,煮蛋n.娇生惯养的人,身体虚弱的人"
coeval,adj.同时代的n.同时代的人
coffer,n.保险箱
cogitate,"v.思考,考虑"
cohesion,"n.结合,凝聚,[物理]内聚力"
collage,n.抽象拚贴画(用报纸、布、压平的花等碎片拼合而成的)
collapse,"n.倒塌,崩溃,失败,虚脱vi.倒塌,崩溃,瓦解,失败,病倒"
collate,v.比较
collision,"n.碰撞,冲突"
colloquy,"n.谈话,会话,以对话体写的文章"
collude,"vi.串通,勾结,共谋"
colt,"n.小马,无经验的年轻人vt.用绳抽打n. 柯尔特式自动手枪"
coma,n.昏迷
comatose,"adj.昏睡的,昏睡状态的"
combat,"n.战斗,格斗v.战斗,搏斗,抗击"
comedienne,n.喜剧女演员
comely,"adj.清秀的,标致的"
comestible,adj.可吃的n.食物
comeuppance,"n.应得的惩罚,因果报应"
comma,"n.逗点,逗号"
commemorate,vt.纪念
commence,"v.开始,着手"
commencement,"n.开始,毕业典礼"
commit,"vt.犯(错误),干(坏事),把...交托给,提交,答应负责"
commonplace,"n.平凡的事,平常话adj.平凡的"
commonsense,adj.具有常识的
compact,"adj.紧凑的,紧密的,简洁的n.契约,合同,小粉盒"
compatible,"adj.谐调的,一致的,兼容的"
compensate,"v.偿还,补偿,付报酬"
compile,"vt.编译,编辑,汇编"
complaisance,"n.彬彬有礼,殷勤,柔顺"
complaisant,"adj.彬彬有礼的,殷勤的,柔顺的"
complicity,"n.同谋,共犯"
compress,"vt.压缩,摘要叙述n.(外科)敷布"
compulsion,"n.强迫,强制,[心]强迫性冲动"
compulsory,"adj.必需做的,必修的,被强迫的,被强制的,义务的"
compunction,"n.良心的谴责,后悔,悔恨"
con,"vt.记诵,精读adv.反对地,反面n.反对票,反对论,[医]肺病;console,控制台"
concatenate,v.连接
concave,"adj.凹的,凹入的n.凹,凹面"
conceit,"n.原义:想法,意见,自负,幻想,狂妄"
concession,n.让步
conciliate,"vt.安慰,赢得,调和"
concinnity,"n.优美,雅致"
concise,"adj.简明的,简练的"
concord,"n.和谐,一致,和睦"
condemn,"vt.判刑,处刑,声讨,谴责"
condescend,"vi.谦逊,屈尊"
condign,"adj.相当的,适宜的"
condole,v.慰问
conducive,n.有益于
confederacy,"n.联盟,邦联,私党,同谋"
confer,"vt.授予(称号、学位等),赠与,把...赠与,协议v.协商,交换意见"
confess,"v.承认,坦白,忏悔"
confidant,"n.心腹朋友,知己"
confidential,"adj.秘密的,机密的"
confiscate,"vt.没收,充公,查抄,征用adj.被没收的"
congeal,"v.(使)冻结,(使)凝结"
congregate,v.聚集
conjoin,"v.(使)结合,(使)连结,(使)联合"
conscience,"n.良心,道德心"
conscript,n.被征入伍的士兵vt.征募
consecrate,"vt.用作祭祀,献给,使神圣adj.被献给神的,神圣的"
consensus,"n.一致同意,多数人的意见,舆论"
consent,"vi.同意,赞成,答应n.同意,赞成,允诺"
consequential,"adj.结果的,相因而生的"
console,"vt.安慰,藉慰n.[计] 控制台"
consolidate,v.巩固
consonance,"n.一致,调和,[乐]协和音程,[韵]和音"
consonant,adj.协调一致的
conspicuous,adj.显著的
conspire,"v.共谋,阴谋,(指事件)凑合起来"
constellation,"n.[天]星群,星座,灿烂的一群"
construct,"vt.建造,构造,创立"
consul,"n.领事,(古罗马的)两执政官之一,[史](1799年至1804年间,法兰西共和国的)三执政官之一"
contain,"vt.包含,容纳,容忍vi.自制v.[军]牵制(敌军)v.[数]可被...除尽"
contaminate,v.污染
contend,"v.斗争,竞争,主张"
contented,"adj.满足的,心安的"
contest,"n.论争,竞赛v.,争论,争辩,竞赛,争夺"
contiguous,"adj.邻近的,接近的,毗边的"
contort,"vt.扭曲,歪曲"
controvert,"vt.议论,辩论vi.参加辩论"
contumacious,"adj.不听令的,顽固的,反抗法院命令的"
contumacy,"n.拒不服从,倔强"
contumely,"n.无礼,傲慢,侮辱"
conundrum,"n.(答案有双关意义的)谜语,难题"
convalescent," 康复期的,渐愈的"
convene,"v.召集,集合"
convergent,"adj.会集于一点的,会聚性的,收敛的"
convict,"vt.证明...有罪,宣告...有罪n.罪犯"
convoke,vt.召集
convoy,"n.护送,护卫vt.护航,护送"
convulse,"vt.震动,震撼,使抽筋"
cordial,"n.兴奋剂,兴奋性饮料adj.热忱的,诚恳的,兴奋的"
coronation,n.加冕礼
corporeal,"adj.肉体的,物质的,有形的"
correspondent,"n.通讯记者,通信者"
corrode,"v.使腐蚀,侵蚀"
corrugate,"v.弄皱,起皱,(使)成波状"
corrugated,"adj.缩成皱纹的,使起波状的"
corrupt,"adj.腐败的,贪污的,被破坏的,混浊的,(语法)误用的vt.使腐烂,腐蚀,使恶化vi.腐烂,堕落"
coruscate,"vi.闪烁,焕发"
cosmopolitanism,"n.世界大同主义,四海一家"
cosmos, 宇宙
cosset,"n.亲手饲养的宠物,宠儿vt.宠爱,珍爱,溺爱"
costume,"n.装束,服装"
cosy,"adj.舒适的,安逸的"
cozy,"adj.舒适的,安逸的,惬意的"
coterminous,"adj.相连的,连接的"
countrified,"adj.土气的,粗俗的,思想简单的,质朴的.带有乡村风味的"
coup,"n.砰然而有效的一击,妙计,出乎意料的行动,政变"
covenant,"n.契约,盟约v.缔结(盟约),立约"
covert,"adj.隐蔽的,偷偷摸摸的,[律]在丈夫保护下的n.掩蔽处,隐藏处"
cow,"n.母牛,大型母兽vt.威吓"
coward,"n.懦弱的人,胆小的人"
cower,"vi.畏缩,退缩"
coy,"adj.腼腆的,怕羞的,卖弄风情的"
cozen,"v.欺骗,瞒"
crab,"n.螃蟹,类似螃蟹的动物,脾气乖戾的人,吹毛求疵vi.捕蟹,偏航,发牢骚vt.使偏航,发脾气,破坏"
crabbed,"adj.乖戾的,易怒的,难懂的,潦草的"
crack,"n.裂缝,噼啪声v.(使)破裂,裂纹,(使)爆裂adj.最好的,高明的"
crackpot,"adj.不切实际的,想入非非的n.疯子,怪人,狂想者"
crafty,"adj.狡诈的,诡计多端的,善于骗人的"
cramp,"n.抽筋,腹部绞痛,(pl.)月经痛adj.狭窄的,难解的vt.使抽筋,以铁箍扣紧"
cranky,"adj.任性的,暴躁的,[航海]摇荡不稳的,怪僻的"
crass,"adj.粗鲁的,愚钝的,非常的,粗糙的"
craven,"n.懦夫,胆小鬼,怯懦者adj.怯懦的,畏缩的,胆小的"
credence,n.信任
credo,"n.[宗]信条,任何信条"
creep,"vi.爬,蹑手蹑脚,蔓延"
crepuscular,"adj.微光的,拂晓的,黄昏的"
crescendo,n.声音渐增
crib,"n.婴儿床,食槽,栅栏vi.抄袭vt.拘禁,关入栅栏"
crimp,"n.诱迫他人当兵之人,兵贩子,卷曲,卷发vt.诱骗别人去当兵,使卷曲,使有褶"
cringing,
croak,"n.蛙或鸦的叫声vi.嗄嗄叫,发牢骚vt.用嘶哑的声音说"
cronyism,n.任用亲信
crook,"n.钩状物,(河、道的)弯处,<美口>骗子vt.使弯曲,诈骗vi.弯曲"
croon,"v.低声歌唱,低声哼,低吟n.低唱,低吟,轻哼"
crouch,"vi.蜷缩,蹲伏"
crucial,adj.至关紧要的
crudity,"n.生,生硬,不熟"
crumb,"n.碎屑,面包屑,少许vt.搓碎,弄碎"
crumble,"v.弄碎,粉碎,崩溃n.面包屑"
crusade,"n.十字军东侵,宗教战争,改革运动vi.加入十字军,投身正义运动"
cub,"n.幼兽,不懂规矩的年轻人"
cuddle,v.拥抱
cue,"n.暗示,提示,球杆"
cull,v.精选
culmination,n.顶点
culprit,n.犯人
cult,"n.礼拜,祭仪,一群信徒,礼拜式"
cultivate,"vt.培养,耕作"
cultivated,"adj.耕耘的,有教养的,栽植的"
cumber,v.阻碍
cunning,"adj.狡猾的,巧妙的,<美>漂亮的,可爱的n.狡猾,诡诈"
cupidity,"n.贪心,贪婪"
curator,"n.馆长,监护人"
curdle,v.凝固
curfew,"n.(中世纪规定人们熄灯安睡的)晚钟声,打晚钟时刻,宵禁令(时间)"
cutlery,n.餐具
cyclone,"n.旋风,飓风,暴风,龙卷风,[气]气旋"
cynic,n.愤世嫉俗者
cynosure,"n.小熊座,北极星"
dabble,"v.弄湿,弄水,涉足"
daft,adj.愚蠢的
dainty,"n.适口的食物,美味;adj.秀丽的,优美的,讲究的,挑剔的,适口的"
