emperor,"n.皇帝,君主"
convert,"n.皈依者vt.使转变,转换...,使...改变信仰"
grasp,"vt.抓住,抓紧,掌握,领会n.抓住,抓紧,掌握,领会"
wealthy,"adj.富有的,丰裕的,充分的n.富人,有钱人"
object,"n.物体,目标,宾语,对象vi.反对,拒绝,抗议vt.提出...来反对"
tariff,"n.关税,关税表,税则,(旅馆,饭店等的)价目表、价格表vt.课以关税"
defendant,"n.被告adj.辩护的,为自己辩护的"
bankruptcy,n.破产
connection,"n.连接,关系,接线,线路,亲戚"
airtight,"adj.密封的,无懈可击的"
unprejudiced,"adj.公平的,无偏见的,没有成见的"
leather,"n.皮革,皮革制品"
unregistered,"adj.未注册的,未登记的"
versus," prep.对(指诉讼,比赛等中),与...相对"
wretch,n.不幸的人
acceptable,"adj.可接受的,合意的"
antique,"n.古物,古董adj.古时的,过时的"
autobiography,n.自传
browse,"v.n.浏览,吃草,放牧"
dot,"n.点,圆点,园点vt.在...上打点"
emotional,"adj.情绪的,情感的"
extrovert,n.性格外向者
favourite,"adj.特别喜爱的,中意的n.特别喜爱的(或物)"
hang,"n.悬挂的方式,(动作的)暂停,中止vt.悬挂,附着,装饰,绞死,踌躇,使悬而未决,垂下vi.悬着,垂下,被绞死,悬而不决"
harmony,"n.协调,融洽"
hospitable,"adj.好客的,招待周到的"
inflate,"vt.使膨胀,使得意,使(通货)膨胀,使充气vi.充气,膨胀"
influential,"adj.有影响的,有势力的"
insane,"adj.患精神病的,精神病患者的,极愚蠢的"
inscribe,v.记下
hostel,"n.宿舍,旅店,客栈"
substance,"n.物质,实质,主旨,物质,物"
refectory,"n.(修道院,学院等处的)食堂,餐厅"
fuse,"n.保险丝,熔丝v.熔合"
contemporary,"n.同时代的人adj.当代的,同时代的"
continuity,"n.连续性,连贯性"
advantage,"n.优势,有利条件,利益"
tube,"n.管,管子,[英] 地铁,<美> 电子管,显象管"
beneficial,"adj.有益的,受益的,[法律]有使用权的adj.有益的,得利的,[律]有使用权的"
inhibit," 抑制,约束,[化][医]抑制"
damage,"n.损害,伤害v.招致损害n.[律] (用复数)赔偿金"
vibrate,"v.(使)振动,(使)摇摆"
inspire,"vt.吸(气),鼓舞,感动,激发,启示,使生灵感,产生vi.吸入,赋予灵感"
introvert,n.格性内向的人
pedestrian,"n.步行者adj.徒步的,呆板的,通俗的"
punch,"n.冲压机,冲床,打孔机vt.冲孔,打孔"
rectangle,"n.长方形,矩形"
relative,"n.亲戚,关系词,相关物,亲缘植物adj.有关系的,相对的,比较而言的"
sociable,"adj.好交际的,友善的,增进友谊的,喜欢群居的"
spacious,"adj.广大的,大规模的"
religion,"n.宗教,信仰"
demographic,adj.人口统计学的
random,"n.随意,任意adj.任意的,随便的,胡乱的adv.胡乱地"
repay,"v.偿还,报答,报复"
vacuum,"n.真空,空间,真空吸尘器adj.真空的,产生真空的,利用真空的vt.用真空吸尘器打扫"
firm,"n.公司,(合伙)商号adj.结实的,坚硬的,坚定的,坚固的,牢固的,稳固的,严格的vt.使牢固,使坚定vi.变稳固,变坚实adv.稳固地,坚定地"
digital,"adj.数字的,数位的,手指的n.数字,数字式"
humour,"n.幽默,诙谐"
global,"adj.球形的,全球的,全世界的"
cluster,"n.串,丛;vi.丛生,成群"
handout,"n.分发的印刷品,新闻稿"
endure,"v.耐久,忍耐"
helicopter,"n.直升(飞)机,直升机"
lead to,
sprawl,"n.四肢伸开的躺卧姿势,蔓生v.四肢伸开地坐(或卧),爬行,蔓生,蔓延"
crowded,"adj.拥挤的,塞满的"
knob,"n.(门,抽屉等的)球形捏手,节,瘤,旋钮,球形突出物,(煤,砂糖等的)小块vt.使有球形突出物vi.鼓起"
ideal,"n.理想adj.理想的,完美的,想象的,观念的,唯心论的"
in comparison with,
midst,n.中间 prep.在...中间
fluctuate,"vi.变动,波动,涨落,上下,动摇vt.使动摇,使波动,使起伏"
neglect,"vt.忽视,疏忽,漏做n.忽视,疏忽,漏做"
drought,"n.干旱,缺乏"
hug,
variability,n.可变性
indication,"n.指出,指示,迹象,暗示"
insert,"vt.插入,嵌入n.插入物"
in addition to,
certificate,"n.证书,证明书vt.发给证明书,以证书形式授权给..."
severe,"adj.严厉的,严格的,剧烈的,严重的,严峻的"
diameter,n.直径
gesture,"n.姿态,手势,表示v.作手势,以手势表示"
disclose,"vt.揭露,透露"
sheer,"adj.全然的,纯粹的,绝对的,彻底的,透明的,峻峭的vi.避开,躲避,偏航vt.使避开,使偏航adv.完全,全然,峻峭n.偏航"
successive,"adj.继承的,连续的"
balance,"n.秤,天平,平衡,[商] 收支差额,结余,余额v.平衡,称,权衡,对比,结算n.资产平稳表"
adjust,"vt.调整,调节,校准,使适合"
require,"vt.需要,要求,命令"
fairly,"adv.公正地,正当的,公平对待某人,公平地,相当地,还算,清楚地"
precise,"adj.精确的,准确的n.精确"
colour-blind,
trustworthy,adj.可信赖的
vomit,"n.呕吐,呕吐物,催吐剂vi.呕吐,大量喷出vt.吐出,呕吐"
wrestle,"n.摔跤,角力,扭斗vi.摔跤,格斗,斗争,斟酌vt.与(对手)摔跤,使劲搬动"
adolescence,n.青春期(一般指成年以前由13至15的发育期)
captivity,"n.囚禁,被关"
commerce,n.商业
condensation,n.浓缩
facial,adj.面部的
herbal,adj.草药的
hover,v.盘旋
imprecise,"adj.不严密的,不精确的"
inactive,"adj.无行动的,不活动的,停止的,怠惰的adj.非活动的"
initiate,"vt.开始,发动,传授v.开始,发起"
longitude,"n.经度,经线"
procrastinate,"v.延迟,耽搁"
rarity,n.稀有
seclude,v.隔离
ongoing,adj.正在进行的
almond,"n.[植]杏树,杏仁,杏仁壮物"
feed,"n.饲养,饲料,(动物或婴儿的)一餐vt.喂养,饲养,放牧,靠...为生vi.吃东西,流入"
scenery,"n.风景,景色"
stagnate,"v.(使)淤塞,(使)停滞,(使)沉滞,(使)变萧条"
ozone,"n.新鲜的空气,[化]臭氧"
tap,"n.轻打,活栓,水龙头vt.轻打,轻敲,敲打出,开发,分接,使流出,选择,攻螺纹于vi.轻叩,轻拍,轻声走n.<美>(用复数)熄灯号"
owe,"vt.欠(债等),受到...的思想,感激,把...归功于v.欠,应感激,应该把...归功于(to)vi.欠钱"
ministry,n.(政府的)部门
laser,"n.激光;Light amplification by stimulated emission of radiation,激光器,应用量子效应产生相干光束的设备。"
individual,"n.个人,个体adj.个别的,单独的,个人的"
association,"n.协会,联合,结交,联想"
tempt,"vt.诱惑,引诱,吸引,使感兴趣,考验,试探"
beneath,adv.在...之下 prep.在...之下
naturally,adv.自然地
microscope,n.显微镜
estate,"n.状态,不动产,时期,阶层,财产"
discourage,"vt.使气馁,阻碍"
briefcase,"n.(扁平的,柔韧的,装文件,书报的)公文包"
candidate,"n.候选人,投考者"
melt,"v.(使)融化,(使)熔化,使软化,使感动"
shrug,n.耸肩v.耸肩
frightened,"adj.受惊的,受恐吓的"
relax,"vi.放松,休息,休养,变从容vt.使松驰,缓和,使松懈,使休息"
aerospace,n.航空宇宙
suppose,"vt.推想,假设,猜想vi.料想 conj.假使...结果会怎样"
tenable,adj.可维持的
sustain,"vt.支撑,撑住,维持,持续"
straw,"n.稻草,麦杆"
border,"n.边界,国界,边,边沿,边境vt.与...接壤,接近v.接壤"
dispenser,"n.药剂师,配药员,分配者,施与者,自动售货机"
receiver,"n.接受者,接收器,收信机"
monopoly,"n.垄断,垄断者,专利权,专利事业"
bureaucracy,"n.官僚,官僚作风,官僚机构"
construction,"n.建筑,建筑物,解释,造句"
endorse,"v.在(票据)背面签名,签注(文件),认可,签署"
embryo,"n.胚胎,胎儿,胚芽adj.胚胎的,初期的"
silicon,"n.[化]硅,硅元素"
intelligence,"n.智力,聪明,智能"
mature,"adj.成熟的,到期的,充分考虑的,(票据等)到期的vt.使成熟vi.成熟,到期"
discard,"vt.丢弃,抛弃v.放弃"
membership,"n.成员资格,成员人数"
roast,"v.烤,烘,烘烤,暴露于某种热力下以得温暖"
computerize,"vt.用计算机处理,使计算机化"
popularize,v.普及
devalue,"v.(=devaluate)减值,贬值"
ferry,"n.摆渡,渡船,渡口vt.渡运,(乘渡船)渡过,运送vi.摆渡,(船)来往行驶"
iron,"n.铁,熨斗,坚强,烙铁,镣铐vt.烫平,熨,用铁装备vi.烫衣服"
bully,"n.欺凌弱小者vt.威吓,威逼"
storyline,
orbit,"n.轨道,势力范围,生活常规,眼眶vt.绕...轨道而行vi.进入轨道,沿轨道飞行,盘旋"
combat,"n.战斗,格斗v.战斗,搏斗,抗击"
slothful,adj.偷懒的
catastrophic,"adj.悲惨的,灾难的"
abide,"vi.坚持,遵守;vt.忍受,容忍"
allure,v.吸引
oxygen,n.[化]氧
pervasive,adj.普遍深入的
encroach,"vi.(逐步或暗中)侵占,蚕食,超出通常(或正常)界线"
fantastic,"adj.幻想的,奇异的,稀奇古怪的,荒谬的,空想的"
abhorrent,"adj.可恶的,格格不入的"
inflict,v.造成
tilt,"v.(使)倾斜,(使)翘起,以言词或文字抨击"
mosquito,n.蚊子
offensive,"adj.讨厌的,无礼的,攻击性的n.进攻,攻势"
extravagant,"adj.奢侈的,浪费的,过分的,放纵的"
begrimed,adj.污秽的
ruthless,"adj.无情的,残忍的"
jargon,n.行话
diverse,"adj.不同的,变化多的"
extinguish,"vt.熄灭,消灭,压制,使黯然失色,偿清"
estrange,v.疏远
neoclassical,
biased,"adj.(统计试验中)结果偏倚的,[数]有偏的"
grimy,"adj.污秽的,肮脏的"
enhancer,"n.增加者,加强者,提高者"
ulterior,"adj.在那边的,较远的,将来的,隐蔽的"
corrupt,"adj.腐败的,贪污的,被破坏的,混浊的,(语法)误用的vt.使腐烂,腐蚀,使恶化vi.腐烂,堕落"
stringent,"adj.严厉的,迫切的,银根紧的"
novice,"n.新手,初学者"
hinder,"adj.后面的v.阻碍,打扰"
impoverished,"adj.穷困的,无力的,用尽了的"
shallow,"adj.浅的,浅薄的"
inundate,v.淹没
erode,"vt.侵蚀,腐蚀,使变化vi.受腐蚀,逐渐消蚀掉"
doom,"n.厄运,毁灭,死亡,世末日v.注定,判决 著名的3D动作游戏"
alienate,v.疏远
brazen,"adj.黄铜制的,厚颜无耻的"
tortoise,"n.龟,迟缓的人"
commiserate,"v.怜悯,同情"
outlaw,"n.歹徒,逃犯,丧失公权者v.将...放逐,宣布...为不合法"
pavement,"n.人行道,公路"
antiquated,adj.陈旧的
coral,"n.珊瑚,珊瑚虫"
incinerate,"vi.把...烧成灰,烧弃"
renewable,"adj.可更新的,可恢复的"
shin,"n.[解]胫骨v.攀,爬"
enslave,"v.奴役,沉溺,束缚"
timid,"adj.胆小的,羞怯的"
vile,"adj.卑鄙的,可耻的,恶劣的,可憎的,简陋的,低廉的,坏透的,不足道的"
diesel,n.柴油机
guzzle,"v.狂饮,暴食,喝酒化掉(钱)"
torment,n.痛苦v.折磨
revive,"v.(使)苏醒,(使)复兴,(使)复活,(使)再生效,回想"
inhumane,adj.残忍的
imperil,"vt.使处于危险,危害"
diverge,"vi.(道路等)分叉,(意见等)分歧,脱离"
irrational,"adj.无理性的,失去理性的"
verbal,adj.口头的
saline,"adj.盐的,苦涩的,由碱金属(或含镁之盐类)组成的n.盐湖,盐田,装盐所"
disable,"v.使残废,使失去能力,丧失能力"
seduce,v.诱使
relocate,v.重新部署
angle,"n.[数]角,角落vi.钓鱼,追逐"
legitimate,"adj.合法的,合理的,正统的v.合法"
sedentary,"adj.久坐的,坐惯的,土生的,不移栖的,沉积的n.惯于久坐的人"
water-borne,
kindergarten,"n.幼儿园adj.幼儿园的,初级的,启蒙阶段的"
molten,v.熔化adj.熔铸的
processor,n.处理机 处理器
saturate,"v.使饱和,浸透,使充满"
trivialize,"vt.使平凡,使琐碎"
assault,"n.攻击,袭击v.袭击"
obscene,"adj.淫秽的,猥亵的"
authentic,adj.可信的
righteous,"adj.正直的,正当的,正义的"
purify,vt.使纯净v.净化
gregarious,"adj.社交的,群居的"
heartless,"adj.无情的,无勇气的"
instil,"v.逐渐灌输,使渗透"
infringe,"v.破坏,侵犯,违反"
comic,"n.滑稽演员adj.滑稽的,喜剧的"
transplant,"v.移植,移种,移民,迁移n.移植,被移植物,移居者"
algebra,n.代数学
spur,"n.踢马剌,剌激物,(鸟,虫等的)距,刺激v.鞭策,刺激,疾驰,驱策"
barbaric,"adj.野蛮的,粗野的,毫无约束的,肆无忌惮的"
delinquent,"n.失职者,违法者adj.失职的,有过失的,违法的,拖欠债务的"
retaliate,v.报复
perpetrate,v.犯
prosper,"v.成功,兴隆,昌盛,(指上帝)使成功,使昌隆,繁荣"
gorilla,"n.大猩猩,壮而残暴的男人,<俚>歹徒(尤指使用暴力者)"
sluttish,"adj.懒惰的,邋遢的,淫荡的"
anchor,"n.锚v.抛锚,锚定"
despoil,"vt.夺取,掠夺"
discourteous,"adj.失礼的,无礼貌的"
gene,"n.[遗传]因子,[遗传]基因 Gene 吉恩(男子名)"
lax,"adj.松的,松懈的,不严格的,腹泻的,松驰的n.泻肚,[语]松元音"
boost,v.推进
smear,"v.涂上,抹掉,涂污,诽谤,抹去n.油迹,污点,涂片,釉,中伤"
lenient,"adj.宽大的,仁慈的,慈悲为怀的"
synthetic,"adj.合成的,人造的,综合的"
enact,"vt.制定法律,颁布,扮演"
resent,"v.愤恨,怨恨"
affluent,"adj.丰富的,富裕的"
trunk,"n.干线,树干,躯干,箱子,主干,象鼻vt.把...放入旅行箱内adj.树干的,躯干的,干线的,箱形的"
coexist,vi.共存
aviation,"n.飞行,航空,航空学,航空术"
rampant,"adj.猖獗的,蔓生的,猛烈的,狂暴的,跛拱的"
prolonged,"adj.延长的,拖延的"
crushing,adj.决定性的
futile,"adj.琐细的,无用的,无效果的,(人)没有出息的"
edify,v.启发
vulgar,"adj.粗俗的,庸俗的,普通的,通俗的,本土的n.<古>平民,百姓"
core,"n.果核,中心,核心"
inborn,"adj.天生的,生来的,先天的"
habitable,adj.可居住的
ecological,"adj.生态学的,社会生态学的"
stipulate,"v.规定,保证"
legitimize,"v.宣布合法化,立为嫡嗣"
crystallize,v.明确
solar-powered,
cosy,"adj.舒适的,安逸的"
roller,"n.滚筒,辊子"
unsanitary,adj.不卫生的
condone,"vt.宽恕,赦免"
bereave,"vt.剥夺,使失去"
faulty,"adj.有过失的,有缺点的,不完美的,不完善的"
enigma,"n.谜,不可思议的东西"
gill,"n.腮,腮下肉,峡谷,峡流,锶v.用刺网捕鱼"
spare,"adj.多余的,剩下的,高而瘦的人的,少量的,贫乏的,备用的v.节约,节省,不伤害,宽恕,分让,提供给某人"
nursery,n.托儿所
semantic,adj.[语]语义的
barren,"adj.不生育的,不孕的,贫瘠的,没有结果的,无益的,单调的,无聊的,空洞的n.荒地"
conductive,adj.传导的
eccentric,adj.古怪n.行为古怪的人
inferior,"adj.下等的,下级的,差的,次的,自卑的,劣等的"
slacken,"v.松弛,放慢,减弱,减少,减缓放慢"
mentor,"n.[希神]门特(良师益友),贤明的顾问,导师,指导者"
pad,"n.垫,衬垫,便笺簿v.加上衬垫"
unblemished,adj.无疵的
lounge,"n.闲逛,休闲室,长沙发vi.闲荡,懒洋洋地躺卧vt.虚度光阴"
axle,"n.轮轴,车轴"
dietary,"adj.饭食的n.规定的食物,饮食之规定"
hamper,"v.妨碍,牵制"
disparage,"vt.蔑视,贬损,使失去信誉"
corporal,"n.<美>下士adj.肉体的,身体的"
libel,"n.以文字损害名誉,诽谤罪,侮辱v.诽谤,中伤,诬蔑,损害名誉"
criterion,"n.(批评判断的)标准,准据,规范"
eco-friendly,
predator,"n.掠夺者,食肉动物"
telegraph,"n.电报机,电报v.打电报,发电报,打电报说"
episodic,adj.插话式的
trespass,"n.过失,罪过,侵入v.侵入"
millennium,"n.太平盛世,一千年"
susceptible,"adj.易受影响的,易感动的,容许...的n.(因缺乏免疫力而)易得病的人"
antiseptic,"adj.防腐的,杀菌的,消过毒的n.防腐剂,杀菌剂"
indolent,"adj.懒惰的,不痛的"
thrifty,adj.节约的
nutritious,"adj.有营养成分的,营养的"
dupe,"n.易受骗的人,易受愚弄的人vt.欺骗,愚弄n.vt.(=duplicate)"
overfill,v.把...装得溢出
inviolable,"adj.神圣的,不可亵渎的,不可侵犯的"
penalize,v.处罚
slander,n.诽谤v.诽谤
restore,"vt.恢复,使回复,归还,交还,修复,重建"
virtuous,"adj.善良的,有道德的,贞洁的,有效力的"
superstitious,adj.迷信的
bead,"n.珠子,水珠"
malt,n.麦芽
augment,"v.增加,增大n.增加"
agile,"adj.敏捷的,轻快的,灵活的"
tribal,"adj.部落的,种族的"
precede,"v.领先(于),在...之前,先于"
alleviate,"vt.使(痛苦等)易于忍受,减轻"
antibiotic,n.抗生素adj.抗生的
overexploit,
grill,"n.烤架,铁格子,烤肉v.烧,烤,严加盘问"
inculcate,v.谆谆劝导
brutal,"adj.残忍的,兽性的"
avenge,"vt.为...报复,报仇"
invasive,adj.入侵的
upgrade,"n.升级,上升,上坡adv.往上vt.使升级,提升,改良品种"
commute,"v.交换,抵偿,减刑,<电工>整流"
legislative,"adj.立法的,立法机关的n.立法机关"
differentiate,"v.区别,区分"
sentient,"adj.有感觉力的,有感情的,感觉灵敏的,意识到的n.有知觉力的人"
pour,"v.灌注,倾泻,涌入,流,倾盆大雨"
hook,"n.钩,吊钩v.钩住,沉迷,上瘾"
tighten,"v.变紧,绷紧,拉紧"
humane,adj.仁慈的
infiltrate,v.渗透
violate,"vt.违犯,亵渎(圣物),冒犯,干扰,违反,妨碍,侵犯,强暴"
glacier,n.冰河
hereditary,"adj.世袭的,遗传的"
discharge,"vt.卸下,放出,清偿(债务),履行(义务),解雇,开(炮),放(枪),射(箭)vi.卸货,流注n.卸货,流出,放电"
refrain,"n.重复,叠句,[乐]副歌vi.节制,避免,制止"
supportive,
accustom,vt.使习惯于
inalienable,"adj.(指权利等)不能让与的,不能剥夺的"
savour,n.风味v.品尝
insidious,adj.阴险的
pump,"n.泵,抽水机vt.(用泵)抽(水),抽吸"
astronomy,n.天文学
hazardous,"adj.危险的,冒险的,碰运气的"
segregate,v.隔离
tillable,"adj.适于耕种的,可耕种的"
overgraze,vt.在(土地等)上实行过度放牧 vi.过度放牧
embody,"vt.具体表达,使具体化,包含,收录"
reciprocate,"v.互给,酬答,互换,报答"
moribund,adj.垂死的n.垂死的人
isolated,"adj.隔离的,孤立的,单独"
modish,"adj.流行的,时髦的"
maltreat,"vt.虐待,滥用"
pine,"n.松树,树木v.消瘦,憔悴,渴望,渴慕"
disobey,"v.违反,不服从"
moss,"n.苔,藓"
versatile,"adj.通用的,万能的,多才多艺的,多面手的"
grudge,v.不给予
pretentious,adj.自命不凡的
enlist,"v.征募,谋取(支持、赞助等),应募,赞助,支持,征召,参军"
curb,n.路边
elaboration,"n.苦心经营,苦心经营的结果,详尽的细节"
snobbish,adj.势利的
magnet,"n.磁体,磁铁"
prevalence,n.流行
bleak,"adj.寒冷的,阴冷的,荒凉的,凄凉的,黯淡的,"
ecliptic,"n.[天]黄道adj.黄道的,日(或月)食的,蚀的"
vicious,"adj.恶的,不道德的,恶意的,刻毒的,堕落的,品性不端的,有错误的"
begrudge,"vt.嫉妒,羡慕,舍不得给"
