radical,"adj.根本的,基本的,激进的n.激进分子"
chorus,"n.合唱,合唱队,齐声"
Christ,
Christian,
cigar,n.雪茄
cigarette,"n.香烟,纸烟"
classification,"n.分类,分级"
claw,"n.爪,脚爪v.抓"
clay,"n.粘土,泥土,肉体,人体,似黏土的东西,陶土制的烟斗"
clip,"n.夹子,回形针,子弹夹vt.夹住,剪短,修剪"
clockwise,adj.顺时针方向的adv.顺时针方向地
clone,"n.无性系,无性繁殖,克隆v.无性繁殖,复制"
clown,"n.小丑,粗鲁愚蠢的人"
coil,"v.盘绕,卷"
colon,n.冒号
colony,"n.殖民地,侨民,(聚居的)一群同业,一批同行,(生物)群体"
column,"n.圆柱,柱壮物,专栏,纵队"
commander,"n.司令官,指挥官"
commute,"v.交换,抵偿,减刑,<电工>整流"
compass,"n.罗盘,指南针,[pl.] 圆规v.包围"
complicate,v.(使)变复杂
complicated,"adj.复杂的,难解的"
conductor,"n.领导者,经理,指挥管弦乐队、合唱队的,(市内有轨电车或公共汽车)售票员,<美>列车长"
container,"n.容器(箱,盆,罐,壶,桶,坛子),集装箱"
cop,"n.警官,巡警,[纺]管纱vt.抓住"
copper,"n.铜,警察"
core,"n.果核,中心,核心"
corps,"n.军团,兵队,团,兵种,技术兵种,特殊兵种,(德国大学的)学生联合会"
corridor,n.走廊
costly,"adj.昂贵的,贵重的"
couch,"n.(文学)床,睡椅 v.(用语言)表达"
cowboy,"n.<美>牛仔,牧童,美国西部牧人"
crab,"n.螃蟹,类似螃蟹的动物,脾气乖戾的人,吹毛求疵vi.捕蟹,偏航,发牢骚vt.使偏航,发脾气,破坏"
crane,n.起重机
crawl,"vi.爬行,蠕动,徐徐行进n.爬行,蠕动,缓慢的行进"
creature,"n.人,动物,傀儡,创造物"
critic,"n.批评家,评论家,吹毛求疵者"
crocodile,"n.鳄鱼,鳄鱼皮"
crown,"n.王冠,花冠,顶vt.加冕,顶上有,表彰,使圆满完成"
crust,"n.外壳,硬壳,面包皮vt.盖以硬皮vi.结硬皮"
crystal,"adj.结晶状的n.水晶,水晶饰品,结晶,晶体"
cushion,"n.垫子,软垫,衬垫v.加衬垫"
customs,"n.进口税,海关"
dairy,"n.牛奶场,奶品场,售牛奶,奶油,鸡蛋等的商店,奶制品"
dam,"n.水坝,障碍v.控制,筑坝"
database,"n.[计] 数据库,资料库"
deck,"n.甲板,舰板,覆盖物,一副(纸牌)vt.装饰,修饰,打扮,装甲板"
decoration,"n.装饰,装饰品"
dentist,n.牙科医生
dessert,n.餐后甜点
diabetes,"n.[医] 糖尿病,多尿症"
dialect,"n.方言,语调"
diameter,n.直径
digital,"adj.数字的,数位的,手指的n.数字,数字式"
dine,"vi.吃饭,进餐"
dirt,"n.污垢,泥土"
disappear,"vi.消失,不见"
discrimination,"n.辨别,区别,识别力,辨别力,歧视"
ditch,"n.沟,沟渠,壕沟"
dolphin,n.海豚
donkey,"n.驴子,笨蛋,顽固者,(=donkey engine)轻便发动机,(=donkey pump)辅助泵"
dormitory,n.宿舍
download,"下载,下传"
dragon,"n.龙,凶暴的人,严厉而有警觉性的女人"
drawer,"n.抽屉,画家,制图员,(用复数)衬裤、内裤"
drip,n.水滴v.(使)滴下
drum,"n.鼓,鼓声,鼓形圆桶,[解]鼓膜,鼓室vi.击鼓,作鼓声vt.打鼓奏"
duration,"n.持续时间,为期"
dusk,"n.薄暮,黄昏"
eagle,"n.鹰,鹰状标饰"
earthquake,"n.地震,[喻]在震荡,在变动"
elbow,n.肘
electron,n.电子
elevator,"n.电梯,升降机,[空]升降舵"
emperor,"n.皇帝,君主"
empire,"n.帝国,帝权"
employee,"n.职工,雇员,店员"
employer,"n.雇主,老板"
equation,"n.相等,平衡,综合体,因素,方程式,等式,"
essay,"vt.企图,尝试n.企图,散文,小品文,随笔,短文,评论"
eve,"n.[诗]黄昏,前夕,前日 Eve 伊夫(女子名)"
exceedingly,"adv.非常地,极度地"
exile,"n.放逐,充军,流放,流犯,被放逐者vt.放逐,流放,使背井离乡"
experimental,"adj.实验的,根据实验的"
explosive,"adj.爆炸(性)的,爆发(性)的,暴露n.爆炸物,炸药"
eyesight,"n.视力,目力"
fax,n.vt.传真 /n.传真/调制解调器
fertilizer,"n.肥料(尤指化学肥料),[动]受精媒介物"
fibre,"n.纤维,构造,纤维制品,[植]须根"
fireman,"n.救火队员,消防队员"
fisherman,"n.渔民,渔夫"
fleet,"n.舰队(尤指有固定活动地区的舰队),港湾,小河adj.快速的,敏捷的,浅的adv.浅vt.消磨vi.疾驰,飞逝,掠过"
flock,"n.羊群,(禽、畜等的)群,大量,众多v.聚结"
flour,n.面粉
fog,"n.雾,烟雾,尘雾,迷惑,苔藓vi.被雾笼罩,变模糊vt.使困惑,以雾笼罩"
footstep,"n.脚步,脚步声,一步跨出去的距离"
forehead,"n.前额,(任何事物的)前部"
fortunately,adv.幸运地
forum,"n.古罗马城镇的广场(或市场),论坛,法庭,讨论会"
fossil,"n.化石,僵化的事物adj.化石的,陈腐的,守旧的"
freeway,n.高速公路
freight,"n.货物,船货,运费,货运vt.装货,使充满,运送"
frog,n.青蛙vi.捕蛙
frost,"n.霜,霜冻,严寒v.结霜"
funeral,"n.葬礼,出殡"
fuss,"n.忙乱,大惊小怪,大惊小怪的人v.忙乱,大惊小怪"
gallon,n.加仑
gang,"n.(一)伙,(一)群"
garbage,"n.垃圾,废物"
gardener,n.园丁
garment,"n.衣服,外衣,外表"
gasoline,n.汽油
generator,"n.发电机,发生器"
geometry,n.几何学
germ,"n.微生物,细菌"
ghost,"n.鬼,幽灵"
glove,n.手套vt.戴手套
golf,n.高尔夫球vi.打高尔夫球
goodness,"n.仁慈,善良"
governor,"n.统治者,管理者,地方长官,主管人员"
gown,"n.长袍,法衣,礼服,睡袍"
grain,"n.谷物,谷类,谷粒,细粒,颗粒,粮食"
gram,"n.克,[植]鹰嘴豆(用作饲料)"
grammar,"n.文法,有关原理的书,入门的书"
grape,"n.葡萄,葡萄树"
grief,"n.悲痛,伤心事,不幸,忧伤"
grin,"n.露齿笑,裂口笑v.露齿而笑"
grocer,"n.食品商,杂货店"
guitar,"n.吉他,六弦琴vi.弹吉他"
gulf,"n.海湾,深渊,漩涡,隔阂vt.吞没,使深深卷入"
gum,"n.齿龈,树脂,橡胶,橡胶树,口香糖,香口胶,泡泡糖"
guy,"n.家伙,人 Guy 盖伊(男子名)"
gymnasium,"n.健身房,体育馆"
hail,"n.冰雹,致敬,招呼,一阵vt.向...欢呼,致敬,招呼,使象下雹样落下,猛发vi.招呼,下雹int.万岁,欢迎"
hammer,"n.铁锤,槌,锤子v.锤击,锤打"
handbook,"n.手册,便览"
handwriting,"n.笔迹,书写体,书法,笔势"
hardship,"n.困苦,艰难,辛苦"
hardware,"n.五金器具,(电脑的)硬件,(电子仪器的)部件"
hay,
heading,n.标题
hedge,"n.树篱,障碍物v.用树篱围住,避免作正面答复"
helicopter,"n.直升(飞)机,直升机"
hell,"n.地狱,苦境,阴间,地狱中的人,训斥vi.狂饮,飞驰int.该死!"
hence,"adv.因此,从此"
hip,"n.臀,蔷薇果,忧郁adj.熟悉内情的vt.使忧郁,给(屋顶)造屋脊int.喝彩声"
honey,"n.(蜂)蜜,蜂蜜"
horizontal,"adj.地平线的,水平的"
horn,"n.(牛、羊等的)角,喇叭,触角v.装角"
horsepower,n.马力
hut,"n.小屋,棚屋"
hydrogen,n.氢
idiom,"n.成语,方言,土语,习惯用语"
impatient,"adj.不耐烦的,急躁的,不耐心的"
imperial,adj.皇帝的
incidence,"n.落下的方式,影响范围,[物理]入射"
indication,"n.指出,指示,迹象,暗示"
indirect,"adj.间接的,迂回的"
indoors,adv.在户内
industrialize,vt.使工业化vi.工业化
infant,"n.婴儿,幼儿adj.婴儿的,幼稚的"
inn,"n.(尤指乡村或公路边的) 旅馆,客栈vi.住旅馆"
insect,"n.昆虫,卑鄙的人adj..虫的,虫子一样的,对付虫子的"
invention,"n.发明,创造"
jar,"n.震动,刺耳声,震惊,争吵,罐,广口瓶vi.震惊,冲突,发刺耳声,不一致vt.震动,刺激"
jaw,"n.[解]颚,颌,下巴(用复数),(山谷、海峡等的)狭窄的入口,[机]叉钳,钳夹v.闲谈,教训,唠叨"
jazz,"n.(20世纪产生于美国的一种舞曲性音乐)爵士乐,喧闹adj.爵士乐的,喧吵的,颜色过于艳丽的vi.奏爵士乐,跳爵士舞,游荡vt.奏爵士乐,使活泼"
jet,"n.喷射,黑玉v.喷射adj.黑玉色的,墨黑的 喷气机"
jewel,n.宝石
jog,"n.轻推,轻撞,漫步v.轻推,(使)蹒跚行进,(使)慢跑"
jungle,"n.丛林,生死关头"
kettle,"n.壶,罐,釜,鼓"
keyboard,n.[计] 键盘
kin,"n.家属(集合称),亲戚,同族,血缘关系,家族adj.有亲属关系的,性质类似的,同类的"
kingdom,"n.王国,[宗]天国,上帝的统治,领域"
kit,"n.成套工具,用具包,工具箱,成套用具"
knit,"v.编织,密接,结合"
knot,"n.(绳等的)结,(树的)节,节(船速,＝哩／小时)v.打结"
lamb,"n.小羊,羔羊v.生小羊"
landlord,"n.房东,地主,(旅馆等的)老板"
lane,"n.(乡间)小路,巷,里弄,狭窄的通道,航线"
lap,"n.(坐时的)大腿前部,膝盖,舔声,(水)溅泼声,重叠的部分,(跑道的)一圈,衣兜,下摆vi.重叠,围住,轻拍,舔vt.包围,抱...在膝上,使重叠,舔食,泼溅,拍打"
laser,"n.激光;Light amplification by stimulated emission of radiation,激光器,应用量子效应产生相干光束的设备。"
laundry,"n.洗衣店,要洗的衣服,洗熨"
lavatory,"n.厕所,<主英>抽水马桶,<美>洗脸盆,浴室"
lawn,"n.草地,草坪,(均匀生长于固体培养基的)菌苔"
leader,"n.领导者,社论n.[计]前导字符n.[机]导杆"
lease,"n.租借,租约,租赁物,租期,延续的一段时间vt.出租,租出,租得"
leather,"n.皮革,皮革制品"
leisure,"n.空闲,闲暇,悠闲,安逸"
lemon,n.柠檬adj.柠檬色的
lens,"n.透镜,镜头"
librarian,"n.图书馆员,图书管理员"
lick,"n.舔,少许,打vt.舔,卷过,鞭打,克服,征服vi.轻轻拍打"
lid,"n.盖子,<美口>限制,眼睑vt.给...盖盖子"
lightning,"n.闪电 (""闪电"") 英国第一种超音速喷气式战斗机,英60年代的主力机种。"
likewise,"adv.同样地,照样地,又,也n.同样地"
limb,"n.肢,翼,分支"
liquor,"n.液体,汁,酒精饮料,[药]溶液vt.浸水vi.喝酒"
literature,"n.文学(作品),文艺,著作,文献"
litre,n.(=liter)升(容量单位)
liver,"n.居住者,生活优裕的人,肝脏"
living-room,
loaf,"n.一条面包,块,游荡v.游荡,虚度光阴"
lobby,"n.大厅,休息室,<美>游说议员者vi.游说议员,经常出入休息室vt.对(议员)进行疏通"
log,"n.航行日志,原木,园形木材,园木v.把...记入航行日志,伐木,把...锯成段"
loop,"n.环,线(绳)圈,弯曲部分,回路,回线,(铁路)让车道,(飞机)翻圈飞行vt.使成环,以圈结,以环连结vi.打环,翻筋斗n.循环"
lord,"n.封建领主,地主,统治者,[宗]上帝vi.称王称霸,作威作福vt.使成贵族"
lorry,"n.<古>卡车,铁路货车"
loyalty,"n.忠诚,忠心"
luggage,"n.行李,皮箱"
lung,"n.肺,呼吸器,肺脏"
machinery,"n.[总称] 机器,机械"
magnet,"n.磁体,磁铁"
maid,"n.少女,女仆"
mainland,n.大陆
manufacturer,"n.制造业者,厂商"
marathon,"n.[体]马拉松赛跑(全长42,1954米),耐力的考验"
marsh,"n.湿地,沼泽,沼泽地"
marshal,"n.元帅,典礼官,执行官,司仪官vt.整顿,配置,汇集vi.排列,集合"
Marxist,
mask,"n.面具,掩饰,石膏面像vt.戴面具,掩饰,使模糊vi.化装,戴面具,掩饰,参加化装舞会"
mat,"n.席子,垫子v.铺席子"
mathematical,"adj.数学的,精确的"
maximum,"n.最大量,最大限度,极大adj.最高的,最多的,最大极限的"
mayor,n.市长
measurement,"n.测量法,度量,(量得的)尺寸,度量单位制"
mechanical,"adj.机械的,机械制的,机械似的,呆板的"
memo,n.备忘录
merchant,"n.商人,批发商,贸易商,店主adj.商业的,商人的"
metric,"adj.米制的,公制的"
metro,"n.伦敦地下铁道,地下铁道"
microphone,"n.扩音器,麦克风"
microscope,n.显微镜
microwave,n.微波(波长为1毫米至30厘米的高频电磁波)
military,"adj.军事的,军用的"
millimeter,n.毫米
ministry,n.(政府的)部门
missile,"n.导弹,发射物"
missing,"adj.不见的,缺少的"
mist,n.薄雾
mixture,"n.混合,混合物,混合剂"
molecule,"n.[化]分子,些微"
monster,"n.怪物,妖怪"
monument,n.纪念碑
mop,"n.拖把(俗称地拖),洗碗v.用拖把拖洗,擦,抹,扫荡"
moreover,"adv.而且,此外"
mosquito,n.蚊子
mould,"n.[亦作mold] 肥土,壤土,[亦作mold] 霉,模具v.用土覆盖,发霉,铸造"
mud,
multiple,"adj.多样的,多重的n.倍数,若干v.成倍增加"
muscle,"n.肌肉,臂力,(可供食用的)瘦肉,[解]肌"
museum,n.博物馆
mushroom,"n.蘑菇,<古>暴发户vi.迅速生长,迅速增加,采蘑菇adj.蘑菇形的,迅速生长的"
mystery,"n.神秘,神秘的事物"
naked,"adj.裸体的,无遮盖的,无装饰的,无保护的,[律]无证据的,未证实的"
napkin,"n.餐巾,餐巾纸,<英>尿布,<美>月经带"
naturally,adv.自然地
naval,adj.海军的
navigation,"n.航海,航空,导航,领航,航行"
nearby,"adj.附近的,邻近的adv.在附近"
Negro,
nephew,"n.侄子,外甥"
nest,"n.巢,窝,休息所,隐匿处,舒适的地方,(可以一个套一个的)一套器具vi.筑巢,找鸟巢vt.造巢,使套入"
network,"n.网络,网状物,广播网"
niece,"n.侄女,甥女"
nightmare,"n.梦魇,恶梦,可怕的事物"
nitrogen,n.[化]氮
nonsense,"n.胡说,废话"
normally,"adv.正常地,通常地"
notebook,"n.笔记簿,笔记本"
noticeable,"adj.显而易见的,值得注意的"
nucleus," [nuclear的复数,见nuclear];n.核子"
nursery,n.托儿所
nylon,n.尼龙
odour,"n.<主英>气味,香味,臭味,意味,名声"
onion,"n.洋葱vt.加洋葱于,因洋葱掉泪"
online,"n.联机,在线式"
opera,n.歌剧
operational,"adj.操作的,运作的"
operator,"n.操作员,工作者,(电话)接线员,报务员,手术员,行家,经营者,算子"
optical,"adj.眼的,视力的,光学的"
oral,adj.口头的
orchestra,"n.管弦乐队,乐队演奏处"
orderly,"adj.有秩序的,整齐的,整洁的n.传令兵,勤务兵adv.依次地,顺序地"
ore,"n.矿石,含有金属的岩石"
organic,"adj.器官的,有机的,组织的,建制的"
organization,"n.组织,机构,团体"
orphan,"n.孤儿,失去生母的幼小动物adj.无双亲的,孤儿的vt.使成孤儿"
ounce,"n.盎司,少量,[动]雪豹"
outer,"adj.外部的,外面的,远离中心的n.(射击)环外命中"
oval,"adj.卵形的,椭圆的n.卵形,椭圆形"
oven,"n.烤箱,烤炉,灶"
overhead,"adj.在头上的,高架的n.企业一般管理费用,天花板adv.在头顶上,在空中,在高处"
ownership,"n.所有权,物主身份"
oxygen,n.[化]氧
pad,"n.垫,衬垫,便笺簿v.加上衬垫"
palm,"n.手掌,棕榈,(象征胜利的)棕榈叶vt.与...握手,藏...于掌中,蒙混"
pants,"n.裤子,短裤"
paragraph,"n.(文章)段,节,段落"
parcel,"n.小包,包裹vt.打包,捆扎"
parliament,"n.国会,议会"
passport,n.护照
paste,"n.糊,面团,黏土团vt.用浆糊粘,张贴n.粘贴"
paw,
pea,
pepper,n.胡椒粉
per," prep.每,每一,由,经"
petrol,n.<英>汽油(=<美>gasoline)
petroleum,n.石油
philosopher,"n.哲学家,哲人"
physicist,"n.物理学者,唯物论者"
pigeon,n.鸽子
pill,"n.药丸,口服避孕药,弹丸"
pillar,"n.[建] 柱子,栋梁,重要的支持者"
pillow,"n.枕头,枕垫"
pine,"n.松树,树木v.消瘦,憔悴,渴望,渴慕"
pistol,n.手枪
pit,"n.深坑,深渊,陷阱,(物体或人体表面上的)凹陷,(英国剧场的)正厅后排、正厅后排的观众vt.窖藏,使凹下,去...之核,使留疤痕,使竞争vi.起凹点,凹陷"
planet,n.[天]行星
plantation,"n.耕地,种植园,大农场,森林,人造林,殖民"
plastic,"n.塑胶,可塑体,塑料制品,整形adj.塑胶的,塑造的,有可塑性的,造形的,(外科)整形的"
platform,"n.(车站)月台,讲台,讲坛 平台"
plural,adj.复数的
podcast,
pond,n.池塘v.筑成池塘
portable,"adj.轻便的,手提(式)的,便携式的"
porter,"n.守门人,门房,行李搬运工"
portrait,"n.肖像,人像"
powder,"n.粉,粉末,火药,尘土vt.搽粉于,撒粉,使成粉末vi.搽粉,变成粉末"
preposition,n.前置词
presently,"adv.目前,不久"
priest,n.牧师
pronoun,n.代名词
proportional,"adj.比例的,成比例的,相称的,均衡的"
protein,n.[生化]蛋白质adj.蛋白质的
province,n.省(一个国家的大行政区)
psychological,adj.心理(上)的
psychology,"n.心理学,心理状态"
pulse,"n.脉搏,脉冲"
purple,adj.紫色的n.紫色
purse,n.钱包
quotation,"n.引用语,价格,报价单,行情表"
racial,"adj.人种的,种族的,种族间的"
radar,"n.雷达,电波探测器"
radiation,"n.发散,发光,发热,辐射,放射,放射线,放射物"
rag,"n.抹布,碎屑,石板瓦,破旧衣服,少量vt.揶揄,戏弄,欺负vi.喧闹"
railroad,n.铁路vt.<美> 由铁道运输
railway,"n.[英] 铁道,铁路"
rally,"v.重整旗鼓,给予新力量,(使)恢复健康,力量,决心,集结n.集会"
rat,
receiver,"n.接受者,接收器,收信机"
recently,adv.最近
recorder,"n.记录员,录音[像]机n.[计] 宏录制器,记录器"
relativity,"n.相对性,相关性,[物]相对论"
religious,"adj.信奉宗教的,虔诚的,宗教上的,修道的,严谨的n.僧侣,尼姑,修道士"
removal,"n.移动,免职,切除"
repeatedly,"adv.重复地,再三地"
reservoir,"n.水库,蓄水池"
restless,"adj.得不到休息的,不平静的,不安宁的"
resume,"n.摘要,概略,<美> 履历vt.再继续,重新开始,重新占用,再用,恢复"
revolutionary,adj.革命的
rib,
riddle,"n.谜,谜语,神秘人物v.解谜,出谜,迷惑"
ridge,"n.背脊,山脊,屋脊,山脉,犁垄v.起皱,成脊状延伸,翻土作垄"
ridiculous,"adj.荒谬的,可笑的"
rifle,"n.来复枪,步枪,来复线,膛线vt.用步枪射击,抢夺vi.掠夺"
rocket,n.火箭v.飞速上升
rod,"n.杆,棒"
roller,"n.滚筒,辊子"
rope,"n.绳,索,绳索v.围起"
route,"n.路线,路程,通道v.发送"
rug,"n.(小)地毯,垫子"
rumour,"n.[亦作rumor] 谣言,传闻v.谣传"
rural,"adj.乡下的,田园的,乡村风味的,生活在农村的"
rust,n.铁锈vt.(使)生锈
technician,"n.技术员,技师"
teenager,n.十几岁的青少年
telescope,n.望远镜v.压缩
temple,"n.庙,寺,神殿,教堂,礼拜堂,太阳穴,鬓角"
terror,"n.恐怖,可怕的人,恐怖时期,恐怖行动"
textile,n.纺织品adj.纺织的
theoretical, 理论的
thermometer,"n.温度计,体温计"
throat,"n.咽喉,喉咙,嗓音,窄路,口子vt.用喉音说,开沟于"
thrust,"n.插,戳,刺,推力,猛推,口头攻击vt.力推,冲,插入,挤进,刺,戳,强加,延伸vi.插入,刺,戳,延伸,强行推进"
thumb,"n.拇指vt.以拇指拨弄,笨拙处理,弄坏,翻阅,作搭车手势vi.用拇指翻书页"
thunder,"n.雷,雷声,轰隆声vi.打雷,雷鸣"
tick,"n.滴答声,记号,勾号,扁虱v.滴答地响,标以记号,作滴答声"
timber,"n.木材,木料"
tissue,"n.薄的纱织品,薄纸,棉纸,[生]组织,连篇"
token,"n.表示,向征,记号,代币adj.象征的,表意的"
toll,"n.通行税(费),费,代价,钟声vt.征收,敲钟,鸣(钟)(特指宣布死亡),勾引,引诱vi.征税,鸣钟"
topic,"n.话题,主题"
torch,"n.火把,启发之物vi.像火炬一样燃烧vt.用火炬点燃"
torture,"n.折磨,痛苦,拷问,拷打vt.拷问,曲解,折磨,使弯曲"
toss,"v.投,掷"
towel,"n.手巾,毛巾v.用毛巾擦"
tractor,n.拖拉机
trademark,n.商标
trash,"n.无价值之物,无聊的作品,垃圾,废物"
tray,"n.盘,碟,盘子"
treaty,"n.条约,谈判"
triangle,"n.[数]三角形,三人一组,三角关系"
trifle,"n.琐事,少量,蛋糕,小事v.开玩笑,玩弄,闭混,浪费,嘲弄"
trim,"adj.整齐的,整洁的vt.整理,修整,装饰"
trolley,"n.电车,(电车)滚轮,手推车,手摇车,台车vt.用手推车运vi.乘电车"
troop,"n.群,组,多数,军队vi.群集,结队,成群而行vt.把(骑兵)编成骑兵连"
tropical,"adj.热带的,热情的"
troublesome,"adj.麻烦的,讨厌的,棘手的"
trousers,"n.pl.裤子,长裤"
trumpet,n.喇叭
trunk,"n.干线,树干,躯干,箱子,主干,象鼻vt.把...放入旅行箱内adj.树干的,躯干的,干线的,箱形的"
